Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"csv/AP",0.2613185535508759,0.2607004057008393,0.2625356088716157,1.432162975961778e-3,6.556000299510246e-4,2.3061589277305707e-3
"csv/P2",0.22793375359360052,0.2268569122392304,0.23137196408096625,2.9739794249820863e-3,5.825770998139419e-4,4.960446394804622e-3
"csv/P3",0.3168053518373139,0.3149593721467622,0.3207704435426362,4.363735886053675e-3,1.698687348317424e-3,7.479410358629921e-3
"csv/U1",0.7327721725541718,0.7314893852311738,0.7349029432374604,2.760981936342878e-3,1.3999343185425975e-3,3.696792770069328e-3
"csv/U2",0.30040925846878364,0.2999444376069672,0.3012786756593354,1.0538709823347573e-3,5.489856043462563e-4,1.6760254282743383e-3
"csv/PP",0.4610315691072114,0.45992404328171094,0.46356874810043647,2.723417470660191e-3,6.360552939288384e-4,4.637913272790219e-3
"expr/AP",0.40722941265884716,0.4063485036927827,0.4097259174424775,2.377874267479147e-3,5.584472179954534e-4,3.997061837240484e-3
"expr/P2",0.8502743135530122,0.8485894332963593,0.8530675541001924,3.6414683327584455e-3,8.76323156867262e-4,4.834648316565489e-3
"expr/P3",0.7769171844560273,0.7749286781388887,0.7799986730653411,4.4034339547790674e-3,2.5703622014308087e-3,5.204147293989644e-3
"expr/U1",1.3117846380311615,1.3075043092805512,1.3150154481965668,6.265446748661326e-3,3.5807488235161896e-3,9.743763944858826e-3
"expr/U2",1.8901949773866302,1.8833772073823578,1.893807829483188,8.198349883400518e-3,3.8595219210157124e-3,1.3322923696055321e-2
"expr/PP",0.9310200582582124,0.9294117818910249,0.9342109094697603,3.682521923853952e-3,1.1798788813486359e-3,5.559601503286412e-3
"url/AP",1.2481069456178315,1.246956456764377,1.2500991235810883,2.4944534927790933e-3,6.474785208174967e-4,3.362290695037226e-3
"url/P2",1.6285251508790617,1.6266190420228606,1.6306393753129609,3.4189836721817634e-3,2.40307756250801e-3,5.124491904850788e-3
"url/P3",1.9273102890092497,1.9255314956742888,1.9294416080552705,3.300546421635183e-3,2.363505523201704e-3,4.63655276035938e-3
"url/U1",2.907226050956882,2.904251278503574,2.9119524370271335,6.336101261503195e-3,3.3245736204879613e-3,1.0232252712941833e-2
"url/U2",3.7354155670243867,3.732846201522983,3.7379731069642665,4.369136362864504e-3,3.1821054941454157e-3,6.135531777514493e-3
"url/PP",1.1591720710832245,1.157627690895236,1.1617925296861298,3.3524333787401895e-3,1.0457708648418035e-3,4.362870953803713e-3
"http/AP",1.1252034078675874,1.1240505586701994,1.1270198236543303,2.423089032208348e-3,1.0849777963630666e-3,3.218054660189793e-3
"http/P2",1.1987578998643524,1.195976961715854,1.205627382858432,7.12524953099279e-3,2.2561408161526097e-3,1.1740209996277479e-2
"http/P3",1.8467691074449188,1.84512719021622,1.8486518751222258,3.0083494107570347e-3,2.417095907354324e-3,3.567649044084358e-3
"http/U1",3.491480625732578,3.475826920135654,3.5001514326173435,1.8805307954618204e-2,3.254280945430538e-3,2.574530171547654e-2
"http/U2",4.177657784088291,4.170418084724583,4.203444684608615,2.1267317967898856e-2,1.9999290171016553e-3,3.554752192803636e-2
"http/PP",1.5501348148423797,1.548053182228244,1.552344192131198,3.6867277199652353e-3,2.8979440409937504e-3,4.710519566688301e-3
"json/AP",0.37795781002823187,0.3774911295014985,0.3793322931367525,1.3661552320541285e-3,1.456513216752285e-4,2.276318495371107e-3
"json/P2",0.814559782608188,0.8139407049256928,0.8159019599992402,1.4733545070586445e-3,6.91649807764756e-4,2.3616128165565345e-3
"json/P3",1.1591998468476898,1.1571419368821747,1.1641284357148773,5.1268590541510214e-3,2.0023473112837113e-3,8.367683092476685e-3
"json/U1",1.0545561681825286,1.053585899933017,1.0564251791078216,2.2059887570233757e-3,1.116858939851253e-3,3.3738794949038434e-3
"json/U2",1.3191851984101899,1.3180884014207488,1.320660031898654,2.1736598864145434e-3,1.515958265575557e-3,2.679825126064189e-3
"json/PP",0.687140644653476,0.6868048797685273,0.687933314903415,8.3711494188899e-4,2.7664406002855124e-4,1.3999321405688456e-3
"css/AP",0.5397069822389252,0.5391321550447113,0.5404847274858124,1.1383577286032285e-3,7.945128132015499e-4,1.577583536685755e-3
"css/P2",0.7496389757234223,0.7123054157334932,0.7593702922898896,2.9728266348887554e-2,1.4259653016186465e-3,4.9337120860819934e-2
"css/P3",1.2795398841935761,1.278209603889621,1.280768788917697,2.173124887699901e-3,1.634620127204586e-3,2.944677191135843e-3
"css/U1",3.101846326454319,3.0829325567323336,3.1125090967256197,2.2910280444713053e-2,3.3691612883188235e-3,3.0107938274233265e-2
"css/U2",1.1581668268281584,1.1573719631272918,1.1593014608461027,1.6192248081317775e-3,1.080062623550141e-3,2.055560957328814e-3
"css/PP",1.1294890056687958,1.128588307960666,1.1308489452439914,1.8740440649069015e-3,1.1653889385884553e-3,2.3600779233910116e-3
