Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"csv/AP",0.2853322130128239,0.28422320899213305,0.2892415862962101,3.1784913020915973e-3,3.9648000630154224e-4,5.283065574234991e-3
"csv/P2",0.3642276149674748,0.3630331140443181,0.367651615707526,3.276029137153798e-3,6.934629642801666e-4,5.512036087863785e-3
"csv/P3",0.39248684462750894,0.3913379770203923,0.39625545558179365,3.2113940075632727e-3,5.714677668364529e-4,5.364502250339927e-3
"csv/U1",1.153408418266425,1.1498239379807804,1.155840001670966,4.984841734582908e-3,3.0783874730695463e-3,7.482204832338639e-3
"csv/U2",0.39820517119611254,0.39755946215833177,0.398758874504218,1.0150307851806008e-3,7.72276024661187e-4,1.3625982452578158e-3
"csv/PP",0.969261084167609,0.9657123428269718,0.9712722879334783,4.453493874738929e-3,2.1845747258153457e-3,7.147915088674841e-3
"expr/AP",0.684745989410529,0.6836840969010685,0.6878504138871526,2.859799647292353e-3,6.812455365124777e-4,4.754538701601476e-3
"expr/P2",0.8973511320039128,0.8950080257340765,0.9005078178330754,4.596613760027533e-3,2.472175158614938e-3,7.660182796858525e-3
"expr/P3",1.3081500869675968,1.3057029109879827,1.3122506242677066,5.271159347267583e-3,1.1856525881332187e-3,6.844564883239169e-3
"expr/U1",2.063797174064765,2.0609042268678044,2.0682419162675236,6.049647487029994e-3,3.8867260052014856e-3,9.13898735247862e-3
"expr/U2",2.8694259029313423,2.866765509216438,2.872098599044929,4.560328952801676e-3,3.553207898002528e-3,5.711149996017902e-3
"expr/PP",1.4881927114411686,1.4862510305329655,1.491682205764899,4.275626570519662e-3,1.115929174216607e-3,5.745932122532346e-3
"url/AP",1.3697157722398137,1.3678520780488346,1.3727758985444403,3.985673958998214e-3,2.230318881352115e-3,5.465456770569041e-3
"url/P2",1.7725029092713689,1.7703853469773625,1.7753976684495303,4.201775554218992e-3,2.8132287814662473e-3,6.072132863014598e-3
"url/P3",2.3090076547547675,2.3059637647553775,2.3131431203767154,5.9979594762486176e-3,3.939375948171419e-3,9.02189544181894e-3
"url/U1",4.098527060119758,4.086105094520698,4.127457318870674,3.0740535751856295e-2,1.2183572391571711e-2,4.997844222172255e-2
"url/U2",7.3791600566789,7.36435168799604,7.39348405417646,2.4927743584645688e-2,1.731411085910496e-2,3.5114965470382876e-2
"url/PP",5.707155428497443,5.694027720062385,5.717851434318671,2.0119988483800724e-2,1.4764004206329923e-2,2.6512235486873335e-2
"http/AP",1.25470322188581,1.25344532546247,1.2566217046662664,2.6196389922390055e-3,1.515418229532452e-3,3.560292114778558e-3
"http/P2",8.675932083694585,8.6618012052461,8.681138144104132,1.3894346531869323e-2,3.5657205421771284e-3,2.3243265130448006e-2
"http/P3",3.2271138292237613,3.2253141027375554,3.2285052400513985,2.6870171072146194e-3,1.8402408148963571e-3,3.4682439377630007e-3
"http/U1",5.324834595291265,5.292140040962348,5.410505495636115,8.598569713039574e-2,2.5795827705044176e-2,0.14397861233412648
"http/U2",8.275018082229742,8.261314831344732,8.288366947738774,2.2977773696424134e-2,1.6064031691257655e-2,3.426927202350821e-2
"http/PP",8.784334836570867,8.774801622001776,8.790185723869453,1.2499704844626862e-2,6.14408778214681e-3,1.700076245737145e-2
"json/AP",0.4047723155900334,0.4042856317445134,0.4060409885331486,1.2735843123847538e-3,3.7349941388976497e-4,2.1227853207529076e-3
"json/P2",0.8491519790574407,0.847995696632514,0.8503037792130803,1.9475668317630185e-3,1.2886721878778357e-3,3.195116611474172e-3
"json/P3",1.3066567521973944,1.3050567489549016,1.3088141542359684,3.151515109111953e-3,1.763246140670045e-3,5.012176457794337e-3
"json/U1",1.075736175148139,1.073876200286994,1.0778791528626774,3.400217660173519e-3,1.9501565608877804e-3,5.532640485792073e-3
"json/U2",1.6650610309525824,1.6636266809388494,1.6670040708466862,2.8214365305889934e-3,1.994822716237024e-3,4.135500382614155e-3
"json/PP",0.6864892822190617,0.6858353000565861,0.6882346254273747,1.73238542832368e-3,4.758435307729887e-4,2.8834841356280283e-3
"css/AP",0.6274187427445744,0.6270160060807561,0.6285748344346379,1.0557582281258634e-3,3.392159873121338e-4,1.7403469102542947e-3
"css/P2",2.3051229101106023,2.303270445434699,2.3081105810090397,3.965317561345123e-3,1.8836121556489492e-3,5.639412547552342e-3
"css/P3",2.351713834373603,2.350307355491767,2.3532917838975282,2.5452431544680815e-3,1.7682988461097246e-3,3.625746166431045e-3
"css/U1",4.0590259891435005,4.041172061531197,4.097225175468573,4.2823020726863024e-2,1.909158674359885e-2,6.966476277658326e-2
"css/U2",1.5773895603104924,1.5757926326676701,1.5793584924622868,3.028181019392393e-3,2.2273842791140134e-3,4.04924583520814e-3
"css/PP",3.05331367072309,3.051346073715339,3.0549105745240546,3.0037373992405766e-3,1.9926326880580565e-3,4.096117190833714e-3
